case_id,environment,scenario,wind_model,source_mode,source_description,resolution,number_of_source_cells,radionuclide,emission_factor,emission_rate_bq_s,emission_classification,grid_shape,dx_m,dy_m,dz_m,dt_s,total_time_s,max_concentration_bq_m3,final_max_concentration_bq_m3,total_activity_bq,final_total_activity_bq,centroid_x_m,centroid_y_m,centroid_z_m,final_centroid_x_m,final_centroid_y_m,final_centroid_z_m,runtime_s,n_steps,hrtm_profile,max_dose_field,final_max_dose_field,field_file,status,error
Tc99m_Q2_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,692.612996304904,692.612996304904,0.0,6808.155544999866,nan,nan,nan,22.201056385657782,14.999999999999996,7.492848239667072,20.804939992000072,12000,,nan,nan,,OK,
Tc99m_Q2_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,815.7439685464998,790.2463627247023,0.0,7662.972823805929,nan,nan,nan,22.01239334256686,15.000000000000002,7.500000000921111,21.286419965999812,12000,,nan,nan,,OK,
Tc99m_Q2_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2388.6570536404392,2388.6570536404392,0.0,14857.002437147596,nan,nan,nan,15.000000000002903,15.000000000002332,7.500000110981568,21.07310821200008,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,823.4256058892361,823.4256058892361,0.0,14857.002437547297,nan,nan,nan,14.999999999999998,15.0,7.50000011111728,61.938085343999774,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,564.8696815502882,564.8696815502882,0.0,14842.254028085923,nan,nan,nan,14.999457934196004,14.998014498727459,8.225186541262566,62.18973892899885,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,316.85834104715786,316.85834104715786,0.0,14577.354371405627,nan,nan,nan,14.997490037577782,14.995442129562317,9.25053828269787,62.39947963399936,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,20.359991850101366,20.359991850101366,0.0,1874.4623547708761,nan,nan,nan,15.000000000000016,16.98909814601825,10.99199401289687,63.722468931999174,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,217.7324596133313,217.7324596133313,0.0,7472.660249930715,nan,nan,nan,22.194427212946653,15.000000000000002,7.5000000007758105,21.001780079999662,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,202.3846949983648,202.3846949983648,0.0,6808.143961723075,nan,nan,nan,22.19772702319221,14.999999999999996,7.492845175129529,20.825874852000197,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,243.62783854735216,243.13033216102423,0.0,7662.672220531927,nan,nan,nan,22.008841867247813,15.0,7.500000000934511,21.681307625000045,12000,,nan,nan,,OK,
Tc99m_Q2_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,807.1637493481337,807.1637493481337,0.0,14857.0024371551,nan,nan,nan,15.000000000005288,15.000000000004432,7.500000110981568,21.1106121899993,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,960.4345657517437,960.4345657517437,0.0,14857.002920154286,nan,nan,nan,15.0,14.999999999999998,7.50000026896987,62.28474631500103,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,787.9046123907651,787.9046123907651,0.0,14795.418825717392,nan,nan,nan,15.00005689178544,14.99877778437626,8.221775059116245,62.358162566999454,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,540.5235998713636,540.5235998713636,0.0,14422.90937212739,nan,nan,nan,14.998997956973305,14.997979361996611,9.2347565107537,62.16329374099951,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,38.537041188624904,38.537041188624904,0.0,1874.4564385902834,nan,nan,nan,15.000000000000009,16.994638947752122,10.980895067639105,63.54593469000065,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,130.86761107606702,130.86761107606702,0.0,7472.743846194725,nan,nan,nan,22.21107582240898,15.0,7.500000002326909,20.713229151000633,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,119.47154079568007,119.47154079568007,0.0,6810.3643771116485,nan,nan,nan,22.21437945487277,15.000000000000002,7.488645983244034,20.95145944199976,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,159.76373257839293,159.70441434060655,0.0,7663.653762603841,nan,nan,nan,22.02605850892846,14.999999999999996,7.50000000277842,21.21523864700066,12000,,nan,nan,,OK,
Tc99m_Q2_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,922.3734405953692,922.3734405953692,0.0,14857.002919197474,nan,nan,nan,15.000000000000727,15.000000000000584,7.500000268658915,20.90212956399955,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,6085.331393862858,6085.331393862858,0.0,37142.50609387082,nan,nan,nan,15.0,15.000000000000002,7.50000011111728,61.93636248799885,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,4695.754573400765,4695.754573400765,0.0,37012.318124646175,nan,nan,nan,14.999446829864738,15.008468652023618,8.223926620649893,61.970718246000615,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,3389.2603112650386,3389.2603112650386,0.0,36162.33576602796,nan,nan,nan,14.997476733981609,15.021613075313299,9.246218474843987,61.96783237700038,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,329.15509005944284,329.15509005944284,0.0,4686.156069362589,nan,nan,nan,15.000000000000005,16.989098650790694,10.99199412757451,63.52396810400023,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1837.7950182432344,1837.7950182432344,0.0,18681.691286965724,nan,nan,nan,22.197756570912983,15.000000000000002,7.500000000764409,20.726890609999828,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1731.5324907622105,1731.5324907622105,0.0,17020.38886249962,nan,nan,nan,22.201056385657793,14.999999999999998,7.492848239667074,20.457320973000606,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2039.3599213662499,1975.6159068117584,0.0,19157.432059514827,nan,nan,nan,22.012393342566853,14.999999999999998,7.5000000009211085,20.930923247000464,12000,,nan,nan,,OK,
Tc99m_Q5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,5971.6426341011065,5971.6426341011065,0.0,37142.506092868935,nan,nan,nan,15.000000000002904,15.000000000002334,7.500000110981568,20.655471116000626,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2058.564014723787,2058.564014723787,0.0,37142.50609387594,nan,nan,nan,15.0,15.0,7.500000111117279,61.386428498000896,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1412.1742038760933,1412.1742038760933,0.0,37105.63507021615,nan,nan,nan,14.999457934196002,14.998014498727457,8.225186541262532,61.73870340100075,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,792.145852617851,792.145852617851,0.0,36443.385928512216,nan,nan,nan,14.997490037577782,14.995442129562319,9.250538282697876,61.959081438000794,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,50.899979625253415,50.899979625253415,0.0,4686.155886927184,nan,nan,nan,15.000000000000012,16.989098146018254,10.991994012896866,63.41610382100043,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,544.3311490333311,544.3311490333311,0.0,18681.650624826383,nan,nan,nan,22.19442721294664,15.000000000000004,7.500000000775809,20.763700279998375,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,505.96173749590156,505.96173749590156,0.0,17020.359904307516,nan,nan,nan,22.197727023192193,15.000000000000002,7.49284517512953,20.6772029140011,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,609.0695963683588,607.8258304025394,0.0,19156.680551329275,nan,nan,nan,22.008841867247817,15.000000000000004,7.500000000934512,21.499794174998897,12000,,nan,nan,,OK,
Tc99m_Q5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2017.9093733710174,2017.9093733710174,0.0,37142.50609289434,nan,nan,nan,15.000000000005294,15.000000000004432,7.500000110981569,20.795290174999536,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2401.086414379457,2401.086414379457,0.0,37142.50730038447,nan,nan,nan,15.0,15.0,7.50000026896987,62.429247355999905,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1969.7615309767682,1969.7615309767682,0.0,36988.54706429364,nan,nan,nan,15.000056891785437,14.998777784376259,8.221775059116245,61.902532850999705,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1351.308999678434,1351.308999678434,0.0,36057.273430321045,nan,nan,nan,14.998997956973302,14.997979361996611,9.234756510753689,61.948926126000515,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,96.34260297156233,96.34260297156233,0.0,4686.141096475679,nan,nan,nan,15.000000000000012,16.994638947752126,10.980895067639104,63.64654568000151,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,327.16902769015985,327.16902769015985,0.0,18681.859615486148,nan,nan,nan,22.21107582240899,15.000000000000002,7.50000000232691,20.975800901000184,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,298.67885198919765,298.67885198919765,0.0,17025.910942778737,nan,nan,nan,22.214379454872752,15.000000000000002,7.4886459832440355,20.79830606500036,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,399.409331445974,399.2610358515084,0.0,19159.134406509158,nan,nan,nan,22.026058508928454,14.999999999999993,7.500000002778418,21.33822351299932,12000,,nan,nan,,OK,
Tc99m_Q5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,Tc-99m,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2305.9336014884675,2305.9336014884675,0.0,37142.50729799261,nan,nan,nan,15.000000000000725,15.000000000000584,7.500000268658915,21.188712978000694,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,305.2841820027677,305.2841820027677,0.0,1874.4375233635305,nan,nan,nan,14.999999999999996,14.999999999999995,7.500000111973375,61.6484109489993,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,235.40737938450766,235.40737938450766,0.0,1867.8462222856788,nan,nan,nan,14.999445208363188,15.00846998520749,8.226169090670835,62.04272404400035,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,169.7251959591868,169.7251959591868,0.0,1824.7452185137108,nan,nan,nan,14.997467284655848,15.021619796938648,9.251538922284633,62.17121206500087,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,16.459622514957857,16.459622514957857,0.0,234.59685881237422,nan,nan,nan,15.000000000000004,16.99011040615875,10.993404753443114,63.37531848699837,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,91.97304853532792,91.97304853532792,0.0,938.6017279885367,nan,nan,nan,22.20930722136884,15.0,7.500000000770078,20.653009690000545,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,86.64973710648891,86.64973710648891,0.0,854.7666008942282,nan,nan,nan,22.211577601818252,15.000000000000002,7.492814223121179,20.738258536001013,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,102.05964195045382,98.87634823907567,0.0,962.6168054585878,nan,nan,nan,22.024543190360987,14.999999999999998,7.500000000927976,21.317128673999832,12000,,nan,nan,,OK,
I131_Q0.25_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,299.5457396875908,299.5457396875908,0.0,1874.4375233124936,nan,nan,nan,15.000000000002931,15.000000000002354,7.500000111836399,20.717364262000046,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,103.59706336718884,103.59706336718884,0.0,1874.437523363394,nan,nan,nan,15.0,15.0,7.5000001119733755,62.18823250600144,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,70.99483458792712,70.99483458792712,0.0,1872.5595715979193,nan,nan,nan,14.999456254049687,14.99801020583804,8.227429967084765,61.85056307400009,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,39.74166265736366,39.74166265736366,0.0,1838.93905717301,nan,nan,nan,14.997480522395179,14.995433537557286,9.25585650395708,61.730162974999985,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2.5454052967738434,2.5454052967738434,0.0,234.5968496477827,nan,nan,nan,15.000000000000014,16.990109899676277,10.993404638424384,63.45656354700077,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,27.246681489490005,27.246681489490005,0.0,938.6016105088408,nan,nan,nan,22.205977928067014,14.999999999999998,7.500000000781578,20.886530357000083,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,25.323784705332002,25.323784705332002,0.0,854.766748390794,nan,nan,nan,22.20824831662972,14.999999999999998,7.4928111043122705,20.422428803000003,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,30.490247952685685,30.42785961734229,0.0,962.5808340137538,nan,nan,nan,22.020991163163234,15.000000000000002,7.500000000941496,21.111905013998694,12000,,nan,nan,,OK,
I131_Q0.25_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,101.53740881947638,101.53740881947638,0.0,1874.4375233134479,nan,nan,nan,15.000000000005342,15.00000000000447,7.500000111836399,20.504718934000266,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,120.93490282420998,120.93490282420998,0.0,1874.4375847120468,nan,nan,nan,15.000000000000004,15.000000000000004,7.500000271010818,61.57523637799932,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,99.16150280671636,99.16150280671636,0.0,1866.6434503976652,nan,nan,nan,15.000055929319053,14.998774566284679,8.224010998275787,61.919274972000494,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,67.89698857220709,67.89698857220709,0.0,1819.4267206889454,nan,nan,nan,14.99899027269164,14.997974005666219,9.24003922351653,61.84567867400074,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,4.818579355046806,4.818579355046806,0.0,234.59691519294879,nan,nan,nan,15.000000000000007,16.995664602238307,10.982305614407,62.91425193000032,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,16.373805738736507,16.373805738736507,0.0,938.6024874577244,nan,nan,nan,22.222626372940454,15.000000000000002,7.500000002343149,20.55021264900097,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,14.946705910414366,14.946705910414366,0.0,855.03911725901,nan,nan,nan,22.224904995982385,14.999999999999998,7.488593475778581,20.996068374999595,12000,,nan,nan,,OK,
I131_Q0.25_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,19.99183381464948,19.984546455206182,0.0,962.6950022596372,nan,nan,nan,22.038210144645433,15.0,7.50000000279793,21.42431467100141,12000,,nan,nan,,OK,
