case_id,environment,scenario,wind_model,source_mode,source_description,resolution,number_of_source_cells,radionuclide,emission_factor,emission_rate_bq_s,emission_classification,grid_shape,dx_m,dy_m,dz_m,dt_s,total_time_s,max_concentration_bq_m3,final_max_concentration_bq_m3,total_activity_bq,final_total_activity_bq,centroid_x_m,centroid_y_m,centroid_z_m,final_centroid_x_m,final_centroid_y_m,final_centroid_z_m,runtime_s,n_steps,hrtm_profile,max_dose_field,final_max_dose_field,field_file,status,error
F18_Q0.75_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,304.12418172943103,304.12418172943103,0.0,5451.097403311707,nan,nan,nan,15.0,15.0,7.50000010910743,62.281484766001086,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,209.13213956462857,209.13213956462857,0.0,5445.804091826537,nan,nan,nan,14.999461901723187,14.99802465968686,8.219882365812502,62.04561780700169,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,117.88041211845328,117.88041211845328,0.0,5349.9773952747,nan,nan,nan,14.997512495336165,14.995462477957886,9.237964644707805,61.93215214600059,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,7.632116369080705,7.632116369080705,0.0,700.8789921259204,nan,nan,nan,15.000000000000009,16.986707526590923,10.988659367521151,63.56867922799938,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,81.43661502094484,81.43661502094484,0.0,2770.549288263543,nan,nan,nan,22.167132103170847,15.000000000000002,7.500000000762328,21.064201712000795,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,75.71246263420258,75.71246263420258,0.0,2526.7326913148645,nan,nan,nan,22.172863137786447,15.000000000000004,7.492925216993137,21.06468208899969,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,91.10042990737435,90.91527737631995,0.0,2840.2149195235656,nan,nan,nan,21.980132487710822,15.000000000000002,7.500000000918188,21.37717290799992,12000,,nan,nan,,OK,
F18_Q0.75_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,298.2124672646936,298.2124672646936,0.0,5451.097403170903,nan,nan,nan,15.000000000005192,15.000000000004343,7.500000108974684,20.86671731200113,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,354.0297398315408,354.0297398315408,0.0,5451.097577238317,nan,nan,nan,14.999999999999996,14.999999999999996,7.500000264177305,62.22281551899869,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,290.77032343838863,290.77032343838863,0.0,5428.669409512094,nan,nan,nan,15.000059155518333,14.998785391160569,8.216488624190333,61.82014148100279,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,200.37701849411243,200.37701849411243,0.0,5293.495484854764,nan,nan,nan,14.999016067341078,14.997992013135471,9.222267093628876,62.219563185997686,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,14.441119229191193,14.441119229191193,0.0,700.8711105168759,nan,nan,nan,15.000000000000009,16.9922155457234,10.977560648484237,64.06425506099913,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,48.966710297134114,48.966710297134114,0.0,2770.646362461103,nan,nan,nan,22.183780141236955,15.000000000000002,7.500000002288925,21.47788185099853,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,44.711497219274364,44.711497219274364,0.0,2527.600803739837,nan,nan,nan,22.189504777985096,15.0,7.488769376751902,21.415431223998894,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,59.76023579588552,59.737093190009126,0.0,2840.641341274966,nan,nan,nan,21.99734255860303,15.0,7.500000002732785,21.883286816999316,12000,,nan,nan,,OK,
F18_Q0.75_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,340.15927153143764,340.15927153143764,0.0,5451.0975768948665,nan,nan,nan,15.000000000000718,15.000000000000574,7.500000263873149,21.384866794000118,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1207.5784857491308,1207.5784857491308,0.0,7268.129871081836,nan,nan,nan,15.0,14.999999999999996,7.500000109107431,63.099172690999694,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,933.3641030876943,933.3641030876943,0.0,7242.8486591395085,nan,nan,nan,14.999450659200898,15.008465411258173,8.218624739770512,62.52720902799774,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,675.3914462002597,675.3914462002597,0.0,7078.402334401891,nan,nan,nan,14.997499035775595,15.02159696411221,9.23363973372795,62.70140481400085,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,65.81335827625828,65.81335827625828,0.0,934.5053589198193,nan,nan,nan,15.000000000000002,16.986708027342015,10.988659481395977,63.7141894430024,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,366.77342338562,366.77342338562,0.0,3694.0913870587897,nan,nan,nan,22.17046141607281,15.0,7.500000000751155,21.269982484001957,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,345.61681851774193,345.61681851774193,0.0,3368.9973616925417,nan,nan,nan,22.17619251814455,15.0,7.4929281553821765,21.01361374499902,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,407.00767635659054,394.2221343384337,0.0,3787.118143370869,nan,nan,nan,21.983682439422587,15.000000000000002,7.500000000905059,21.42632164799943,12000,,nan,nan,,OK,
F18_Q1_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1185.3414279499304,1185.3414279499304,0.0,7268.129870890074,nan,nan,nan,15.000000000002846,15.000000000002288,7.500000108974684,21.00256164899838,12000,,nan,nan,,OK,
F18_Q1_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,405.4989089725329,405.4989089725329,0.0,7268.129871081327,nan,nan,nan,15.000000000000002,14.999999999999998,7.50000010910743,62.53262561300289,12000,,nan,nan,,OK,
F18_Q1_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,278.8428527527809,278.8428527527809,0.0,7261.072122435156,nan,nan,nan,14.999461901723187,14.998024659686857,8.219882365812534,62.0834371130004,12000,,nan,nan,,OK,
F18_Q1_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,157.17388282461923,157.17388282461923,0.0,7133.303193700214,nan,nan,nan,14.997512495336162,14.995462477957885,9.237964644707795,62.581397067999205,12000,,nan,nan,,OK,
F18_Q1_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,10.176155158774202,10.176155158774202,0.0,934.5053228345503,nan,nan,nan,15.000000000000012,16.98670752659092,10.988659367521155,64.0225163569994,12000,,nan,nan,,OK,
F18_Q1_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,108.58215336126655,108.58215336126655,0.0,3694.06571768496,nan,nan,nan,22.16713210317083,15.000000000000002,7.500000000762328,21.087790757999755,12000,,nan,nan,,OK,
F18_Q1_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,100.94995017894428,100.94995017894428,0.0,3368.976921753326,nan,nan,nan,22.172863137786457,15.0,7.492925216993136,21.049553662000108,12000,,nan,nan,,OK,
F18_Q1_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,121.467239876507,121.22036983510085,0.0,3786.9532260316187,nan,nan,nan,21.98013248771084,15.0,7.500000000918187,21.603668096999172,12000,,nan,nan,,OK,
F18_Q1_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,397.61662301954647,397.61662301954647,0.0,7268.129870893686,nan,nan,nan,15.000000000005192,15.000000000004345,7.500000108974685,21.085000798000692,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,472.03965310861327,472.03965310861327,0.0,7268.130102983076,nan,nan,nan,15.0,15.000000000000002,7.500000264177307,62.871900501999335,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,387.6937645844336,387.6937645844336,0.0,7238.225879348368,nan,nan,nan,15.000059155518333,14.998785391160567,8.21648862419036,62.4151998870002,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,267.16935799210546,267.16935799210546,0.0,7057.993979805895,nan,nan,nan,14.999016067341076,14.99799201313547,9.222267093628902,62.404847046000214,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,19.254825638921663,19.254825638921663,0.0,934.4948140224946,nan,nan,nan,15.000000000000005,16.992215545723397,10.97756064848424,63.91955694200078,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,65.2889470628468,65.2889470628468,0.0,3694.1951499482902,nan,nan,nan,22.183780141236955,15.0,7.500000002288925,21.182873585003108,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,59.615329625703346,59.615329625703346,0.0,3370.1344049865893,nan,nan,nan,22.189504777985118,15.0,7.48876937675191,21.100102986998536,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,79.68031439451623,79.64945758668092,0.0,3787.5217883667506,nan,nan,nan,21.99734255860304,15.000000000000002,7.500000002732784,21.686760094999045,12000,,nan,nan,,OK,
F18_Q1_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,453.54569537514726,453.54569537514726,0.0,7268.130102525211,nan,nan,nan,15.000000000000712,15.000000000000574,7.500000263873147,21.275340338001115,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1811.3677286236964,1811.3677286236964,0.0,10902.19480662276,nan,nan,nan,14.999999999999998,14.999999999999998,7.500000109107429,62.49436860900096,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1400.0461546315448,1400.0461546315448,0.0,10864.272988709257,nan,nan,nan,14.999450659200903,15.008465411258172,8.218624739770513,62.10174859399922,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1013.0871693003909,1013.0871693003909,0.0,10617.603501602838,nan,nan,nan,14.997499035775594,15.021596964112204,9.233639733727948,61.98529986300127,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,98.72003741438861,98.72003741438861,0.0,1401.7580383797263,nan,nan,nan,15.000000000000005,16.98670802734202,10.988659481395974,63.61806077199799,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,550.1601350784163,550.1601350784163,0.0,5541.137080588171,nan,nan,nan,22.170461416072822,15.0,7.500000000751155,20.952909458999784,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,518.4252277766084,518.4252277766084,0.0,5053.49604253879,nan,nan,nan,22.17619251814455,14.999999999999998,7.4929281553821765,20.92449077600031,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,610.5115145348865,591.3332015076521,0.0,5680.677215056305,nan,nan,nan,21.98368243942258,14.999999999999998,7.500000000905057,21.434149223998247,12000,,nan,nan,,OK,
F18_Q1.5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1778.0121419248892,1778.0121419248892,0.0,10902.194806335092,nan,nan,nan,15.000000000002846,15.000000000002288,7.5000001089746835,21.03749693899954,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,608.2483634588621,608.2483634588621,0.0,10902.194806623414,nan,nan,nan,15.0,15.0,7.50000010910743,62.861184853998566,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,418.26427912925715,418.26427912925715,0.0,10891.608183653074,nan,nan,nan,14.999461901723187,14.99802465968686,8.219882365812502,62.26513022799918,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,235.76082423690656,235.76082423690656,0.0,10699.9547905494,nan,nan,nan,14.997512495336165,14.995462477957886,9.237964644707805,62.521685725998395,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,15.26423273816141,15.26423273816141,0.0,1401.7579842518408,nan,nan,nan,15.000000000000009,16.986707526590923,10.988659367521151,63.95905766699798,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,162.87323004188968,162.87323004188968,0.0,5541.098576527086,nan,nan,nan,22.167132103170847,15.000000000000002,7.500000000762328,21.12963238299926,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,151.42492526840516,151.42492526840516,0.0,5053.465382629729,nan,nan,nan,22.172863137786447,15.000000000000004,7.492925216993137,21.041254645999288,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,182.2008598147487,181.8305547526399,0.0,5680.429839047131,nan,nan,nan,21.980132487710822,15.000000000000002,7.500000000918188,21.52589076300137,12000,,nan,nan,,OK,
F18_Q1.5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,596.4249345293872,596.4249345293872,0.0,10902.194806341806,nan,nan,nan,15.000000000005192,15.000000000004343,7.500000108974684,21.23621475300024,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,708.0594796630816,708.0594796630816,0.0,10902.195154476634,nan,nan,nan,14.999999999999996,14.999999999999996,7.500000264177305,62.83811196199895,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,581.5406468767773,581.5406468767773,0.0,10857.338819024188,nan,nan,nan,15.000059155518333,14.998785391160569,8.216488624190333,62.32655891700051,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,400.75403698822487,400.75403698822487,0.0,10586.990969709528,nan,nan,nan,14.999016067341078,14.997992013135471,9.222267093628876,62.73970446699968,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,28.882238458382385,28.882238458382385,0.0,1401.7422210337518,nan,nan,nan,15.000000000000009,16.9922155457234,10.977560648484237,63.968543909999426,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,97.93342059426823,97.93342059426823,0.0,5541.292724922206,nan,nan,nan,22.183780141236955,15.000000000000002,7.500000002288925,21.28335917000004,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,89.42299443854873,89.42299443854873,0.0,5055.201607479674,nan,nan,nan,22.189504777985096,15.0,7.488769376751902,21.11021602999972,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,119.52047159177104,119.47418638001825,0.0,5681.282682549932,nan,nan,nan,21.99734255860303,15.0,7.500000002732785,21.658614922998822,12000,,nan,nan,,OK,
F18_Q1.5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,680.3185430628753,680.3185430628753,0.0,10902.195153789733,nan,nan,nan,15.000000000000718,15.000000000000574,7.500000263873149,21.165034056000877,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2415.1569714982616,2415.1569714982616,0.0,14536.259742163673,nan,nan,nan,15.0,14.999999999999996,7.500000109107431,62.211407257000246,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1866.7282061753886,1866.7282061753886,0.0,14485.697318279017,nan,nan,nan,14.999450659200898,15.008465411258173,8.218624739770512,61.53624359099922,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1350.7828924005194,1350.7828924005194,0.0,14156.804668803781,nan,nan,nan,14.997499035775595,15.02159696411221,9.23363973372795,62.24208656100018,12000,,nan,nan,,OK,
